      ID     SpC   Event           Hg_obs           Hg_LOO            sigma     max_log_like num_iters best_iter            lmSpC          lmEvent         stderrlm        NDMMF_SpC      NDMMF_Event     N  N_ND
   25194     320      19   1.49036747e-01   1.08686483e-01   4.36573000e-01  -1.80280000e-01     25000         1   1.13121432e+00   1.90311462e+00   2.18286882e-01   1.13121400e+00   1.90311382e+00     2     0
   25192     320      19   9.43444870e-02   1.50233987e-01   8.40500000e-03   7.71998000e+00        26        26  -6.41462467e-02   5.16934493e+00   8.40498440e-03  -6.41459550e-02   5.16934599e+00     2     0
   25193     320      19   1.46535714e-01   3.90503942e-01   4.53383000e-01  -2.55843000e-01     25000         1   3.65995683e+00  -4.03055175e+00   2.26691866e-01   3.65995700e+00  -4.03055393e+00     2     0
   25201     327      22   1.30240519e-01   2.38957522e-02   4.48191000e-01  -2.32807000e-01     25000         1   3.32993417e+00  -3.18161432e+00   2.24096252e-01   3.32993400e+00  -3.18161283e+00     2     0
   25202     327      22   1.62941521e-01   2.24622122e-01   6.70670000e-01  -1.03892000e+00     25000         1   9.57258053e-01   3.03828072e+00   3.35335313e-01   9.57258000e-01   3.03828229e+00     2     0
   25203     327      22   2.55647177e-01   1.71848661e-01   2.22473000e-01   1.16801800e+00     25000         1   3.93056076e-01   4.12202916e+00   1.11239061e-01   3.93056000e-01   4.12203261e+00     2     0
    5876     327     103   5.00000000e-01   7.00000079e-01   0.00000000e+00  -9.90000000e+10     25000         0   0.00000000e+00   6.55250789e+00   0.00000000e+00   0.00000000e+00   6.55250800e+00     2     0
    5903     320     114   1.00000000e-01   1.44696257e-01   1.67491000e-01   1.83942900e+00        26         3  -8.65391427e-01   7.39004481e+00   1.78352309e-01  -8.65391000e-01   7.39004363e+00     5     0
    5905     320     114   1.30000000e-01   1.09781714e-01   2.68615000e-01  -1.46809600e+00     19530     19530  -1.37323615e+00   8.72178182e+00   2.33263773e-01  -1.66696277e+00   9.50238928e+00     5     1
    5904     320     114   1.10000000e-01   1.52017986e-01   2.22776000e-01  -9.27314000e-01      6878      6878  -1.55158708e+00   9.29101848e+00   2.09208338e-01  -1.54308135e+00   9.24790166e+00     5     1
    5906     320     114   1.50000000e-01   1.14252670e-01   2.50779000e-01  -1.19438500e+00     12266     12266  -1.56842584e+00   9.24219791e+00   2.30317976e-01  -1.70216718e+00   9.58468287e+00     5     1
    5908     320     114   1.80000000e-01   1.23437987e-01   2.32989000e-01  -9.21989000e-01     13143     13143   1.64378062e-01   4.41264796e+00   1.92986062e-01   2.35706830e-01   4.18882478e+00     5     1
    5907     320     114   1.70000000e-01   1.31413293e-01   2.49199000e-01  -1.18701700e+00      7590      7590  -5.43800129e-01   6.39799559e+00   2.09514412e-01  -5.29008521e-01   6.33036665e+00     5     1
    5910     490     114   1.50000000e-01   3.13142597e-01   2.06202000e-01   1.31991800e+00     25000         1   1.93669995e+01  -5.08317594e+01   1.03103521e-01   1.93669990e+01  -5.08317581e+01     2     0
    5909     490     114   1.30000000e-01   1.63216562e-01   3.55940000e-02   4.83328400e+00     25000         1  -1.85790011e+00   1.04452230e+01   3.20622641e-02  -1.85790000e+00   1.04452227e+01     2     0
    5911     490     114   1.60000000e-01   1.34462471e-01   7.89320000e-02   3.24046900e+00     25000         1   3.14607315e+00  -4.17412193e+00   7.10412568e-02   3.14607300e+00  -4.17412148e+00     2     0
    5913     238     115   4.20000000e-01   5.05757520e-01   1.11671000e-01   4.63954700e+00        26         2   3.12662955e-01   5.27761567e+00   1.15819935e-01   3.12663000e-01   5.27761553e+00     6     0
    5912     238     115   4.20000000e-01   5.05757520e-01   1.11671000e-01   4.63954700e+00        26         2   3.12662955e-01   5.27761567e+00   1.15819935e-01   3.12663000e-01   5.27761553e+00     6     0
    5914     238     115   4.40000000e-01   8.24138658e-01   1.24418000e-01  -9.90000000e+10     25000         0  -2.04408458e+00   1.23442680e+01   1.24418104e-01  -2.04408500e+00   1.23442680e+01     6     0
    5915     238     115   4.90000000e-01   4.82367907e-01   1.30107000e-01   3.72276500e+00        26         2   1.07231162e-01   5.85938150e+00   1.30566799e-01   1.07231000e-01   5.85938198e+00     6     0
    5916     238     115   4.90000000e-01   4.82367907e-01   1.30107000e-01   3.72276500e+00        26         2   1.07231162e-01   5.85938150e+00   1.30566799e-01   1.07231000e-01   5.85938198e+00     6     0
    5917     238     115   5.70000000e-01   4.64884604e-01   1.05682000e-01   4.97030800e+00        26         3   2.19903384e-01   5.49772269e+00   1.08021672e-01   2.19903000e-01   5.49772383e+00     6     0
    5918     238     115   5.70000000e-01   4.65669851e-01   1.07648000e-01   4.85972100e+00        26         2  -9.09460644e-02   6.42172648e+00   1.08021672e-01  -9.09460000e-02   6.42172629e+00     6     0
    5926     327     115   1.17000000e+00   3.66283986e-01   1.48311100e+00  -9.23945800e+00      9484      9466   9.48155110e-01   3.42187113e+00   1.03121026e+00   1.61900924e+00   1.27498350e+00     6     2
    5920     327     115   1.00000000e-01   5.65556154e-01   9.94524000e-01  -8.39502700e+00      8766      8751   1.98215556e+00   9.28326516e-01   8.49302502e-01   2.33256917e+00  -1.17451387e-01     6     1
    5921     327     115   1.00000000e-01   5.65556154e-01   9.94524000e-01  -8.39502700e+00      8766      8751   1.98215556e+00   9.28326516e-01   8.49302502e-01   2.33256917e+00  -1.17451387e-01     6     1
    5922     327     115   6.70000000e-01   4.11868857e-01   1.54553300e+00  -9.39873100e+00      8744      8726   3.00110468e+00  -2.20365568e+00   1.09119040e+00   3.96993514e+00  -5.19642077e+00     6     2
    5923     327     115   8.20000000e-01   7.90230324e-02   1.38325700e+00  -8.78158500e+00     17627     17609   8.85733981e+00  -1.87330124e+01   1.07633780e+00   1.26337530e+01  -2.96181859e+01     6     2
    5925     327     115   1.17000000e+00   1.82807619e-01   1.36565000e+00  -8.83315300e+00     11571     11553   6.28396269e+00  -1.15321249e+01   1.03121026e+00   8.33342788e+00  -1.75402335e+01     6     2
    5924     327     115   9.10000000e-01   4.11149207e-01   1.52932500e+00  -9.36186800e+00     10113     10099   1.55040494e+00   1.79578146e+00   1.06570176e+00   2.09114121e+00   2.92580000e-03     6     2
    5932     320     116   1.41000000e+00   8.29148573e-01   3.23321000e-01  -1.15931200e+00        26         2   3.16036027e-01   5.84124578e+00   3.25099086e-01   3.16036000e-01   5.84124585e+00     4     0
    5929     320     116   7.40000000e-01   1.06519876e+00   3.75942000e-01  -1.76247300e+00        26         2  -6.54746267e-01   8.73924163e+00   3.80696296e-01  -6.54746000e-01   8.73924088e+00     4     0
    5931     320     116   1.41000000e+00   8.29148573e-01   3.23321000e-01  -1.15931200e+00        26         2   3.16036027e-01   5.84124578e+00   3.25099086e-01   3.16036000e-01   5.84124585e+00     4     0
    5930     320     116   8.00000000e-01   5.96122480e+00   2.11390100e+00  -6.70299800e+00     25000         1   8.00957542e+00  -1.52005938e+01   3.92380061e-01   8.00957500e+00  -1.52005926e+01     4     0
    5928     320     116   5.80000000e-01   1.07605655e+00   2.98922000e-01  -8.45468000e-01        26         3  -5.21340571e-01   8.41625225e+00   3.03811274e-01  -5.21341000e-01   8.41625346e+00     4     0
    6020     327     174   2.80000000e-01   6.09840327e-01   4.89571000e-01  -1.83471300e+00     25000         1   1.07924902e+00   3.59839270e+00   1.75328259e-01   1.07922852e+00   3.59718059e+00     6     0
    6022     327     174   6.00000000e-01   5.20978206e-01   2.92832000e-01  -1.33548000e+00      3151      3151   1.12573029e+00   3.34384405e+00   3.38865231e-01   1.13489211e+00   3.33452846e+00     6     0
    6023     327     174   6.00000000e-01   5.56309688e-01   2.97950000e-01  -1.45675300e+00      4048      4048   1.04346088e+00   3.56707335e+00   3.38865231e-01   9.95223431e-01   3.71315528e+00     6     0
    6024     327     174   6.20000000e-01   4.70775762e-01   3.36754000e-01  -9.90000000e+10     25000         0   1.34019884e+00   2.76724263e+00   3.36753598e-01   1.34019900e+00   2.76724300e+00     6     0
